station,mm,tmax (degC),tmin (degC),af (days),rain (mm),sun (hours),cluster,Latitude,Longitude
camborne,7.0,18.78,13.088888888888894,0.0,63.679999999999986,195.20888888888888,0,50.218,-5.327
camborne,8.0,18.94444444444445,13.26222222222222,0.0,72.26444444444445,181.98222222222225,0,50.218,-5.327
camborne,9.0,17.419565217391302,11.932608695652174,0.0,77.74565217391303,150.0568181818182,0,50.218,-5.327
camborne,10.0,14.541304347826086,9.897826086956519,0.021739130434782608,116.1717391304348,103.78,0,50.218,-5.327
camborne,11.0,11.595652173913045,7.263043478260868,0.3695652173913043,124.71304347826083,68.88000000000001,2,50.218,-5.327
camborne,12.0,9.906521739130437,5.623913043478261,1.7391304347826086,134.55,52.29333333333335,2,50.218,-5.327
cambridge,1.0,7.043939393939396,1.3681818181818182,10.272727272727273,45.753125000000004,55.28461538461538,1,52.245,0.102
cambridge,2.0,7.740909090909091,1.436363636363636,9.424242424242424,35.36874999999999,71.5961538461539,1,52.245,0.102
cambridge,3.0,10.42153846153846,2.721538461538461,5.538461538461538,38.438095238095265,109.79230769230773,1,52.245,0.102
cambridge,4.0,13.344615384615388,4.253846153846156,3.046153846153846,38.95238095238098,146.75576923076923,0,52.245,0.102
cambridge,5.0,16.933846153846154,7.107692307692305,0.4153846153846154,46.22698412698414,188.10384615384626,0,52.245,0.102
cambridge,6.0,20.13692307692308,10.120000000000001,0.0,48.68571428571428,192.4384615384617,0,52.245,0.102
cambridge,7.0,22.367692307692298,12.161538461538457,0.0,45.731746031746034,186.7980392156862,0,52.245,0.102
cambridge,8.0,22.218461538461536,12.096923076923078,0.0,53.46666666666667,179.56274509803922,0,52.245,0.102
cambridge,9.0,19.335384615384616,10.195384615384619,0.015384615384615385,48.630158730158726,142.68235294117648,0,52.245,0.102
cambridge,10.0,15.132307692307693,7.586153846153846,0.6615384615384615,55.33333333333333,110.921568627451,0,52.245,0.102
cambridge,11.0,10.247692307692306,4.044615384615384,4.461538461538462,51.736507936507955,66.94117647058825,2,52.245,0.102
cambridge,12.0,7.681538461538462,2.0784615384615384,8.738461538461538,49.74920634920635,48.84901960784317,2,52.245,0.102
cardiff,1.0,8.321276595744685,2.182978723404256,9.127659574468085,126.21489361702125,53.36842105263164,1,51.488,-3.187
cardiff,2.0,8.795744680851062,2.402127659574468,7.8936170212765955,94.71702127659574,70.42631578947372,1,51.488,-3.187
cardiff,3.0,11.05434782608696,3.880434782608695,3.717391304347826,94.55869565217391,106.5052631578947,1,51.488,-3.187
cardiff,4.0,13.997826086956522,5.278260869565217,1.8478260869565217,66.01304347826085,163.95555555555546,0,51.488,-3.187
cardiff,5.0,17.21086956521739,8.232608695652173,0.15217391304347827,74.92608695652171,188.41666666666677,0,51.488,-3.187
cardiff,6.0,19.900000000000006,11.130434782608699,0.0,69.1913043478261,180.6611111111113,0,51.488,-3.187
cardiff,7.0,21.7608695652174,13.043478260869568,0.0,78.99130434782609,197.1611111111112,0,51.488,-3.187
cardiff,8.0,21.319565217391304,12.758695652173913,0.0,95.25,191.41111111111127,0,51.488,-3.187
cardiff,9.0,18.991489361702126,10.612765957446811,0.0,87.47446808510641,143.6999999999999,0,51.488,-3.187
cardiff,10.0,15.24255319148936,8.087234042553192,0.8297872340425532,128.0234042553192,97.32631578947358,2,51.488,-3.187
cardiff,11.0,11.429787234042552,4.81063829787234,3.8297872340425534,125.24893617021276,61.905263157894744,2,51.488,-3.187
cardiff,12.0,9.129787234042556,3.0893617021276594,7.51063829787234,138.12553191489357,43.826315789473696,2,51.488,-3.187
chivenor,1.0,8.920000000000002,3.608888888888888,5.783783783783783,88.84090909090908,56.554999999999936,1,51.089,-4.147
chivenor,2.0,9.286956521739132,3.42,4.621621621621623,66.71363636363637,83.85000000000008,1,51.089,-4.147
chivenor,3.0,11.143181818181816,4.452272727272728,2.6111111111111116,58.27384615384617,134.54000000000008,1,51.089,-4.147
chivenor,4.0,13.446666666666662,5.555555555555554,1.1081081081081081,54.251562500000006,184.8250000000002,0,51.089,-4.147
chivenor,5.0,16.46444444444444,8.493333333333327,0.0,57.038461538461526,216.31999999999982,0,51.089,-4.147
chivenor,6.0,18.91739130434783,11.237777777777778,0.0,60.51538461538459,230.1749999999997,0,51.089,-4.147
chivenor,7.0,20.57272727272727,13.242222222222216,0.0,67.49384615384612,203.74736842105264,0,51.089,-4.147
chivenor,8.0,20.3695652173913,13.260869565217385,0.0,75.09393939393938,184.2849999999999,0,51.089,-4.147
chivenor,9.0,18.65652173913043,11.473913043478262,0.0,75.18153846153848,146.1499999999998,0,51.089,-4.147
chivenor,10.0,15.467391304347824,9.157777777777778,0.3513513513513512,98.68153846153847,107.76500000000011,0,51.089,-4.147
chivenor,11.0,11.87608695652174,6.147826086956517,1.9473684210526319,100.06153846153843,65.65999999999995,2,51.089,-4.147
chivenor,12.0,9.940909090909088,4.623255813953488,4.457142857142857,99.57230769230767,52.51499999999997,2,51.089,-4.147
cwmystwyth,1.0,5.902127659574468,0.8519999999999999,11.9,186.55306122448974,32.502040816326534,1,52.358,-3.802
cwmystwyth,2.0,6.129166666666667,0.586,12.12,134.08979591836734,56.21799999999998,1,52.358,-3.802
cwmystwyth,3.0,8.000000000000002,1.6400000000000001,9.620000000000001,139.906,83.55799999999999,1,52.358,-3.802
cwmystwyth,4.0,10.528000000000002,2.8509803921568633,6.2745098039215685,109.42857142857144,129.32244897959183,1,52.358,-3.802
cwmystwyth,5.0,13.920833333333333,5.521568627450979,2.0,104.872,161.12549019607843,0,52.358,-3.802
cwmystwyth,6.0,16.195652173913043,8.129999999999999,0.22448979591836737,107.34799999999997,148.1666666666667,0,52.358,-3.802
cwmystwyth,7.0,17.655102040816324,10.084000000000001,0.0,124.834,142.35416666666669,0,52.358,-3.802
cwmystwyth,8.0,17.80625,10.095999999999995,0.0,137.43599999999998,138.42244897959182,0,52.358,-3.802
cwmystwyth,9.0,15.675510204081636,8.145999999999999,0.32,150.972,109.26458333333332,2,52.358,-3.802
cwmystwyth,10.0,12.47755102040816,6.1918367346938785,1.959183673469388,189.16122448979587,83.14255319148933,2,52.358,-3.802
cwmystwyth,11.0,8.730612244897959,3.178,6.26,205.4145833333333,46.36086956521739,2,52.358,-3.802
cwmystwyth,12.0,6.6375,1.3387755102040817,10.673469387755103,210.75217391304352,30.0872340425532,2,52.358,-3.802
dunstaffnage,1.0,7.224,2.284,6.9799999999999995,193.80588235294118,34.088888888888924,1,56.451,-5.439
dunstaffnage,2.0,7.530769230769232,2.40576923076923,5.961538461538462,138.32156862745097,54.572222222222194,1,56.451,-5.439
dunstaffnage,3.0,9.02549019607843,3.1666666666666665,4.03921568627451,144.40392156862748,82.45263157894729,1,56.451,-5.439
dunstaffnage,4.0,11.598076923076926,4.540384615384615,1.9615384615384615,82.30588235294118,135.2263157894738,1,56.451,-5.439
dunstaffnage,5.0,14.718,6.860784313725489,0.4313725490196078,83.956,195.85555555555567,0,56.451,-5.439
dunstaffnage,6.0,16.698076923076922,9.359615384615385,0.0,89.18076923076923,168.72105263157908,0,56.451,-5.439
dunstaffnage,7.0,18.047058823529408,11.192156862745092,0.0,105.35471698113204,141.8944444444443,0,56.451,-5.439
dunstaffnage,8.0,17.93846153846154,11.16153846153846,0.0,125.0096153846154,140.7473684210526,0,56.451,-5.439
dunstaffnage,9.0,15.837254901960785,9.701960784313727,0.039215686274509796,155.52641509433963,101.16499999999998,2,56.451,-5.439
dunstaffnage,10.0,12.905999999999997,7.497999999999999,0.38,193.62,74.46842105263157,2,56.451,-5.439
dunstaffnage,11.0,9.733999999999998,4.58,3.1800000000000006,177.72352941176476,45.099999999999966,2,56.451,-5.439
dunstaffnage,12.0,7.988235294117648,2.9843137254901957,5.96078431372549,195.5352941176471,32.955555555555534,2,56.451,-5.439
durham,1.0,5.968275862068966,0.43172413793103454,12.537931034482758,52.900689655172414,50.72181818181816,1,54.768,-1.585
durham,2.0,6.6227586206896545,0.536551724137931,11.537931034482758,42.43172413793103,67.71999999999989,1,54.768,-1.585
durham,3.0,8.765277777777781,1.4520833333333334,9.180555555555555,44.11180555555555,106.13727272727257,1,54.768,-1.585
durham,4.0,11.418055555555558,3.021527777777778,4.527777777777778,43.569444444444436,137.43000000000006,1,54.768,-1.585
durham,5.0,14.590972222222215,5.549305555555554,1.0902777777777777,49.69374999999999,166.98272727272723,0,54.768,-1.585
durham,6.0,17.772916666666656,8.484027777777778,0.034722222222222224,50.86805555555554,172.48545454545464,0,54.768,-1.585
durham,7.0,19.690277777777776,10.587499999999999,0.0,62.952083333333334,160.86818181818205,0,54.768,-1.585
durham,8.0,19.225694444444443,10.42222222222222,0.0,66.87777777777777,151.56272727272756,0,54.768,-1.585
durham,9.0,16.83680555555555,8.509027777777776,0.08333333333333333,54.398611111111116,124.52363636363629,0,54.768,-1.585
durham,10.0,12.88194444444444,5.757638888888889,1.7361111111111112,65.92430555555558,93.83211009174322,2,54.768,-1.585
durham,11.0,8.886805555555558,2.9388888888888873,5.729166666666667,64.50000000000004,60.39999999999994,2,54.768,-1.585
durham,12.0,6.556643356643357,1.1202797202797201,10.377622377622378,57.361111111111114,43.54954128440369,2,54.768,-1.585
eastbourne,1.0,7.8984848484848476,3.4909090909090916,5.348484848484849,82.0757575757576,65.6530303030303,1,50.762,0.285
eastbourne,2.0,7.99090909090909,3.322727272727273,4.303030303030303,55.795454545454554,85.53484848484848,1,50.762,0.285
eastbourne,3.0,9.850769230769226,4.4799999999999995,1.9076923076923078,54.93692307692309,132.77076923076928,1,50.762,0.285
eastbourne,4.0,12.432307692307692,6.104615384615385,0.27692307692307694,46.667692307692306,191.48461538461538,0,50.762,0.285
eastbourne,5.0,15.626153846153844,9.236923076923075,0.0,46.92923076923078,233.39999999999992,0,50.762,0.285
eastbourne,6.0,18.484615384615388,12.127692307692309,0.0,48.07384615384617,242.9907692307692,0,50.762,0.285
eastbourne,7.0,20.439999999999998,14.284615384615384,0.0,50.62923076923078,246.4292307692307,0,50.762,0.285
eastbourne,8.0,20.680000000000003,14.463076923076928,0.0,58.01692307692308,229.86615384615382,0,50.762,0.285
eastbourne,9.0,18.784615384615385,12.50769230769231,0.0,65.29846153846152,172.38923076923075,0,50.762,0.285
eastbourne,10.0,15.453846153846152,10.004615384615384,0.0,95.29076923076923,123.27999999999999,0,50.762,0.285
eastbourne,11.0,11.459999999999992,6.546153846153845,0.9076923076923077,101.3846153846154,77.69692307692304,2,50.762,0.285
eastbourne,12.0,8.938461538461539,4.361538461538462,4.2153846153846155,94.51538461538463,57.05538461538462,2,50.762,0.285
eskdalemuir,1.0,4.667567567567567,-0.7405405405405404,15.619718309859158,182.16929824561402,40.14999999999998,1,55.311,-3.206
eskdalemuir,2.0,5.179279279279278,-0.8090090090090093,14.901408450704231,132.93421052631575,61.81250000000003,1,55.311,-3.206
eskdalemuir,3.0,7.315454545454544,0.0690909090909092,12.7,124.64070796460182,89.46210526315792,1,55.311,-3.206
eskdalemuir,4.0,10.288181818181814,1.4945454545454546,8.857142857142856,92.93451327433625,131.21368421052634,1,55.311,-3.206
eskdalemuir,5.0,13.768181818181823,4.138181818181819,3.7285714285714286,95.7398230088496,164.6642105263158,0,55.311,-3.206
eskdalemuir,6.0,16.38363636363636,7.089090909090904,0.31428571428571433,99.68761061946898,154.3210526315789,0,55.311,-3.206
eskdalemuir,7.0,17.760909090909088,9.043636363636367,0.014285714285714252,118.76371681415924,140.2621052631579,0,55.311,-3.206
eskdalemuir,8.0,17.299999999999994,8.877272727272727,0.17142857142857146,134.10442477876106,128.10842105263157,0,55.311,-3.206
eskdalemuir,9.0,14.87,6.86272727272727,1.0428571428571431,135.58584070796462,97.21578947368425,2,55.311,-3.206
eskdalemuir,10.0,11.392727272727276,4.420909090909093,3.985714285714286,167.83539823008851,73.2684210526316,2,55.311,-3.206
eskdalemuir,11.0,7.487272727272729,1.378181818181818,10.271428571428578,162.68318584070806,51.21263157894735,2,55.311,-3.206
eskdalemuir,12.0,5.368181818181816,-0.1354545454545455,14.271428571428578,178.92743362831857,36.487368421052636,2,55.311,-3.206
heathrow,1.0,7.6610389610389635,1.8974025974025974,9.223684210526315,54.4090909090909,55.3235294117647,1,51.479,-0.449
heathrow,2.0,8.26103896103896,1.9597402597402593,7.907894736842105,40.86883116883118,70.70588235294116,1,51.479,-0.449
heathrow,3.0,11.021052631578948,3.378947368421053,4.586666666666667,41.63947368421054,113.02388059701491,1,51.479,-0.449
heathrow,4.0,14.063157894736836,5.219736842105262,1.3733333333333333,41.04605263157894,158.57313432835818,0,51.479,-0.449
heathrow,5.0,17.7,8.389473684210525,0.05333333333333332,48.15131578947369,193.91641791044773,0,51.479,-0.449
heathrow,6.0,21.048684210526314,11.442105263157893,0.0,48.703947368421055,199.9029850746269,0,51.479,-0.449
heathrow,7.0,23.086842105263162,13.528947368421056,0.0,47.955263157894755,198.6492537313433,0,51.479,-0.449
heathrow,8.0,22.58684210526316,13.300000000000004,0.0,54.073684210526324,186.91940298507464,0,51.479,-0.449
heathrow,9.0,19.79605263157895,11.164473684210527,0.0,50.988157894736844,146.3358208955224,0,51.479,-0.449
heathrow,10.0,15.574999999999994,8.239473684210527,0.4533333333333333,63.7763157894737,108.48805970149256,0,51.479,-0.449
heathrow,11.0,10.868421052631584,4.596052631578947,3.7066666666666666,61.647368421052626,67.68059701492534,2,51.479,-0.449
heathrow,12.0,8.414473684210527,2.722368421052632,7.546666666666666,56.476315789473695,48.11492537313433,2,51.479,-0.449
hurn,1.0,8.195588235294117,1.345588235294118,12.0,91.58529411764702,62.77678571428572,1,50.779,-1.835
hurn,2.0,8.595588235294118,1.385294117647059,11.279411764705882,65.30882352941177,79.22678571428573,1,50.779,-1.835
hurn,3.0,10.785074626865669,2.4865671641791054,8.567164179104477,64.22835820895521,118.81454545454545,1,50.779,-1.835
hurn,4.0,13.483582089552243,3.849253731343284,5.223880597014926,51.10895522388062,179.36545454545467,0,50.779,-1.835
hurn,5.0,16.786567164179107,6.916417910447762,0.8955223880597015,52.455223880597,211.34363636363642,0,50.779,-1.835
hurn,6.0,19.829850746268654,9.876119402985076,0.0,53.74029850746268,216.25454545454545,0,50.779,-1.835
hurn,7.0,21.843283582089548,11.774626865671637,0.0,47.64328358208955,221.4945454545455,0,50.779,-1.835
hurn,8.0,21.550746268656717,11.601492537313433,0.0,58.69552238805969,201.85272727272726,0,50.779,-1.835
hurn,9.0,19.211940298507457,9.444776119402984,0.1044776119402985,68.97313432835821,154.10181818181817,0,50.779,-1.835
hurn,10.0,15.504477611940297,7.2343283582089555,1.8805970149253732,94.9313432835821,109.63454545454543,0,50.779,-1.835
hurn,11.0,11.36716417910448,3.6776119402985086,7.402985074626866,97.4014925373134,77.96545454545456,2,50.779,-1.835
hurn,12.0,8.955223880597014,1.9582089552238804,11.417910447761194,98.90298507462684,55.80000000000002,2,50.779,-1.835
lerwick,1.0,5.544680851063829,1.4563829787234046,8.202127659574469,131.27765957446806,24.61595744680849,1,60.139,-1.183
lerwick,2.0,5.402127659574468,1.2340425531914894,8.351063829787234,101.63617021276595,53.640425531914914,1,60.139,-1.183
lerwick,3.0,6.333333333333332,1.9397849462365588,6.870967741935484,97.38709677419352,89.31182795698926,1,60.139,-1.183
lerwick,4.0,8.067741935483872,3.0817204301075285,3.6666666666666665,68.7322580645161,133.5784946236559,1,60.139,-1.183
lerwick,5.0,10.380645161290325,5.2817204301075265,0.5053763440860215,57.26774193548387,163.49354838709684,0,60.139,-1.183
lerwick,6.0,12.65913978494624,7.6967741935483875,0.021505376344086023,58.39354838709676,149.40215053763436,0,60.139,-1.183
lerwick,7.0,14.209677419354845,9.641935483870967,0.0,67.95483870967743,121.73548387096774,0,60.139,-1.183
lerwick,8.0,14.412903225806453,9.919354838709681,0.0,79.64516129032259,121.04946236559147,0,60.139,-1.183
lerwick,9.0,12.796774193548389,8.538709677419357,0.010752688172043012,104.67096774193554,98.04086021505377,2,60.139,-1.183
lerwick,10.0,10.322580645161288,6.3612903225806425,0.45161290322580644,124.06344086021501,66.34193548387097,2,60.139,-1.183
lerwick,11.0,7.7817204301075265,3.803225806451614,2.924731182795699,134.44731182795698,33.8494623655914,2,60.139,-1.183
lerwick,12.0,6.324468085106385,2.2265957446808518,6.382978723404255,137.35638297872345,15.913829787234043,2,60.139,-1.183
leuchars,1.0,6.416176470588236,0.4058823529411764,12.75,63.44999999999999,60.26176470588234,1,56.377,-2.861
leuchars,2.0,7.085294117647059,0.5750000000000001,11.397058823529411,46.7764705882353,80.86764705882354,1,56.377,-2.861
leuchars,3.0,9.080597014925372,1.8507462686567164,8.194029850746269,46.52388059701492,119.63731343283582,1,56.377,-2.861
leuchars,4.0,11.311940298507466,3.405970149253731,4.402985074626866,41.473134328358206,159.1582089552239,1,56.377,-2.861
leuchars,5.0,13.988059701492539,5.837313432835821,0.835820895522388,51.491044776119374,190.09253731343287,0,56.377,-2.861
leuchars,6.0,17.067164179104477,8.850746268656717,0.0,54.26268656716419,182.39701492537313,0,56.377,-2.861
leuchars,7.0,18.953731343283575,10.638805970149253,0.0,60.794029850746256,177.12537313432833,0,56.377,-2.861
leuchars,8.0,18.683582089552235,10.444776119402983,0.0,65.22089552238803,161.3776119402985,0,56.377,-2.861
leuchars,9.0,16.538805970149255,8.75820895522388,0.05970149253731343,56.76417910447761,130.10746268656715,0,56.377,-2.861
leuchars,10.0,13.12985074626866,6.165671641791044,1.3880597014925373,73.00597014925371,99.64776119402987,2,56.377,-2.861
leuchars,11.0,9.149253731343284,2.607462686567164,7.582089552238806,64.17014925373135,74.2597014925373,2,56.377,-2.861
leuchars,12.0,6.838805970149254,0.8253731343283581,12.208955223880597,65.28955223880598,50.159701492537316,2,56.377,-2.861
lowestoft,1.0,6.516666666666667,1.6805555555555554,8.510638297872338,52.51037735849059,53.48842105263155,1,52.483,1.727
lowestoft,2.0,6.925,1.761111111111111,7.106382978723404,42.25283018867924,76.35425531914895,1,52.483,1.727
lowestoft,3.0,8.991509433962268,2.8509433962264144,4.130434782608695,38.39903846153847,122.03695652173916,1,52.483,1.727
lowestoft,4.0,11.499038461538463,4.7817307692307685,1.2391304347826089,39.4480392156863,171.48437500000003,0,52.483,1.727
lowestoft,5.0,14.696153846153852,7.796190476190479,0.07608695652173912,41.81553398058253,209.80102040816317,0,52.483,1.727
lowestoft,6.0,18.05849056603774,10.668867924528302,0.0,44.89903846153844,204.93100000000013,0,52.483,1.727
lowestoft,7.0,20.39904761904762,12.879047619047617,0.13043478260869565,53.597087378640786,205.47600000000006,0,52.483,1.727
lowestoft,8.0,20.5368932038835,13.01941747572816,0.21111111111111117,54.86153846153845,199.96185567010312,0,52.483,1.727
lowestoft,9.0,18.400952380952376,11.203809523809525,0.15217391304347824,51.93269230769232,155.5939393939394,0,52.483,1.727
lowestoft,10.0,14.513333333333328,8.45142857142857,0.26881720430107525,60.16310679611651,113.44000000000003,0,52.483,1.727
lowestoft,11.0,10.071428571428573,4.757142857142859,2.21505376344086,66.55242718446603,65.05319148936171,2,52.483,1.727
lowestoft,12.0,7.42616822429907,2.6271028037383184,6.268817204301075,57.095238095238116,46.61827956989245,2,52.483,1.727
manston,1.0,6.895121951219513,2.041463414634147,7.546875,49.86951219512195,62.30909090909091,1,51.346,1.337
manston,2.0,7.336585365853661,2.1207317073170735,6.671875,37.60493827160493,81.14477611940299,1,51.346,1.337
manston,3.0,9.701234567901233,3.2950617283950607,3.619047619047619,37.96750000000001,126.72835820895527,1,51.346,1.337
manston,4.0,12.39753086419753,5.258024691358024,1.0158730158730158,37.63086419753087,186.46268656716413,0,51.346,1.337
manston,5.0,15.639506172839502,8.106172839506172,0.07936507936507936,42.679012345679006,222.20149253731333,0,51.346,1.337
manston,6.0,19.048148148148147,11.033333333333333,0.0,43.40499999999999,228.64626865671642,0,51.346,1.337
